what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013428962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013433795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013436380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330013438197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330013440102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330013440838
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330013449779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013455782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013464894
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013464993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013469655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013489565
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013490322
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1330013499495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013500665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013582887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013596229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013614484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013615716
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330013634205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013640146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013640910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013670022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013673237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013681706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013707586
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1330013708765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013710662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013714192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013716325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013724582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013725059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013727117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013729379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013735812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013736954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013786382
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330013786397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013792839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013799406
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013799815
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013799838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330013801332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013806971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013810595
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013811005
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013811066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013815520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013827593
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013827707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013829467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013833614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013837396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013840527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013863424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013872107
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330013872123
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013872320
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013872344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013874305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013878426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013879602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330013887789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013889784
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013890688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013892839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013903814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013917317
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013917424
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013920380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013924128
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013924868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013930401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013942858
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013942946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013951708
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330013960544
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013960712
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013960740
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1330013967936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330013968628
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330013969122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330013969623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330013975130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013975348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330013987334
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013987455
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1330013989889
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013989909
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013995549
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330013999531
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014007220
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014008740
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330014011617
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014016615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014018124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014018353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014018536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014018790
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330014028977
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014045871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330014050710
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014051365
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014051365
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014051986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1330014055140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014056142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014056358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014056527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330014056751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330014059457
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014060613
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014060613
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330014061830
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014070376
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014070399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330014072460
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330014073764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330014075725
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014077868
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1330014077868
