what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329951415477
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329951415477
java.vm.specification.version,sysinfo,,,"1.0",1329951415477
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329951415477
java.vm.version,sysinfo,,,"20.5-b03",1329951415477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951418748
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1329951419382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951422398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951424061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951688364
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1329951688394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951689894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951692544
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1329951701079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951703936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951731775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951743733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951748517
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951752014
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951752045
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1329951756224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329951756831
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329951760444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329951761201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1329951773444
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1329951774509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951777335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951786542
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951786950
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951787010
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1329951789170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951791718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951793579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951799203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951804120
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951804508
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951804568
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1329951809365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951811953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951813536
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1329951816721
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1329951816761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329951823220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329951826505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951839624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951850503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1329951850642
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951851856
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951852911
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329951854574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951857092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951857181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951858207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951876262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329951877277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329952557337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329952560235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329952569110
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1329952569159
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1329952574756
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329952575696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329952577185
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329952577524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329952578684
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1329952579813
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.shiftLeft",1329952582072
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329952584210
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329952593685
