what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230440123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230441900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230445116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230446674
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1328230456927
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230456967
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230456994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230460381
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230461217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230464263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230467262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230469774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230472228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230473065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230474472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230475997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230479154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230483588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230484687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230491319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230493774
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230504299
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230511578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1328230513082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230513633
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230514879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230515558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230521688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230527146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230528286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328230531361
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230537385
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230544789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230552033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230580750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230583543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230590461
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230590525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230608786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230609655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230610482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230611191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230611955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230612520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230612917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230613300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328230613687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230620296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230620799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230621146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230621466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230621802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230622329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1328230622763
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230627480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328230629805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230630248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230676064
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230676072
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328230681419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230720122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230726954
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1328230738031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230746293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230761600
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328230767893
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328230770108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230774135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230786954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230791706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230793506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328230798973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328230800592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328230803717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230804995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230811450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328230814469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230814706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230818671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328230822512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230822712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230858642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328230860405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231480230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231481588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231493469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231512439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231534234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231556323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231559852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231563883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231588086
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328231600456
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328231602975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328231603851
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328231605240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231616726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231797106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231798579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231803545
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1328231833550
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328231833565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231844943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231856237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231892466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231904505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328231916281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328231918329
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328231923624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231944879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231946965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328231950327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231951487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231959673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328231984504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328231984818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232008711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328232015342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232017965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232071627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232072543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232106212
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328232109842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232113315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232119341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328232123084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232126669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232134317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232138406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328232140840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232141761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232143925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232148503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232158324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232162063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232173761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232174674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232181944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232184011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232184531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232185363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328232186324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232189193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232195650
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328232199146
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328232200883
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328232214045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328232215311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328232216015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328232225485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328232227508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232230187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232244984
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328232246805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328232263648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328232277732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232280670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328232325108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328232334583
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1328232337940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1328232340229
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1328232343093
