what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144849316
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328144849444
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328144851254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328144854297
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328144855151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144858071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144874542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328144877769
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328144883283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328144885525
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328144886623
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328144888587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328144905646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144906997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144916745
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328144977341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328144980157
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328144981837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328144991972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145364192
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328145364200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328145372364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328145374210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145376599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145620354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145622312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145624314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145667277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145675359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328145696359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146352698
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328146356342
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328146357827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146375345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146495581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146496704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146498682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146506889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146643600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146644467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146756512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328146758062
error,log,,,"Core exception while retrieving the content description",1328146758206
error,log,,,"Core exception while retrieving the content description",1328146758209
error,log,,,"Core exception while retrieving the content description",1328146758211
error,log,,,"Core exception while retrieving the content description",1328146758214
error,log,,,"Core exception while retrieving the content description",1328146758218
error,log,,,"Core exception while retrieving the content description",1328146758221
error,log,,,"Core exception while retrieving the content description",1328146758224
error,log,,,"Core exception while retrieving the content description",1328146758228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146761491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146904720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146905622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146908185
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328146908201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146916382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328146990958
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328146992765
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328146994636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147032353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147045210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328147045324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147047832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147068394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147069514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147326950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147333573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147483731
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147487581
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328147488623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147552741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147557366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147564830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147565930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147566510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147568658
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147577002
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147605059
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147606059
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147609180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147622466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147628716
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1328147628878
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147653137
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328147654616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328147890334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148642105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148643238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148643321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148649190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148649272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148650687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148651863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328148659532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328149421008
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1328149423768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328149425982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328149447891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328149485516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328149489917
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328149495790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1328149497485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328149498627
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328149498894
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328149499918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328149500337
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328149501358
